Issue Type,Patch Info,Key,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,,PDFBOX-3464,character height 3 times higher than expected,Unassigned,Roman,Minor,Closed,Won't Fix,8/16/2016 9:17,8/24/2016 23:10,
Bug,,PDFBOX-3465,getting wrong color when converting pdf page to image,Unassigned,Pedro Lucas da Silva Junior,Major,Open,Unresolved,8/16/2016 17:35,8/17/2016 20:06,
Bug,,PDFBOX-3466,Java 9 warnings,Tilman Hausherr,simon steiner,Major,Closed,Fixed,8/17/2016 11:47,3/25/2017 18:13,
Bug,,PDFBOX-3467,PDPage.getAnnotations() modifies the PDF,John Hewson,John Hewson,Major,Closed,Fixed,8/17/2016 22:39,9/17/2016 9:45,
Wish,,PDFBOX-3468,"ERROR: dash lengths all zero, ignored",Tilman Hausherr,Daniel Persson,Trivial,Closed,Fixed,8/22/2016 6:25,3/25/2017 18:12,
Improvement,,PDFBOX-3469,Improve handling of tab character when setting AcroForm field values,Unassigned,Maruan Sahyoun,Minor,Open,Unresolved,8/22/2016 13:52,3/25/2017 18:09,
Bug,,PDFBOX-3470,Set border and background color in AcroForm field appearance,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,8/22/2016 15:16,3/25/2017 18:13,
Bug,,PDFBOX-3471,XMP parsing fails if XMP contain comments,Maruan Sahyoun,Petras,Major,Closed,Fixed,8/23/2016 8:42,3/25/2017 18:12,
Bug,,PDFBOX-3472,NPE when PDF/A identification metadata does not contain ID,Tilman Hausherr,Petras,Major,Closed,Fixed,8/23/2016 12:52,3/25/2017 18:12,
Bug,,PDFBOX-3473,IllegalArgumentException: resourceDictionary is null in PDFMerger (2),Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,8/24/2016 16:41,3/25/2017 18:12,
Bug,,PDFBOX-3474,OutofMemoryError while converting pdf to image,Unassigned,Nehal,Minor,Closed,Not A Problem,8/25/2016 15:25,8/26/2016 20:04,
Bug,,PDFBOX-3475,IllegalArgumentException: 2058 > -49861164 in PDType1Font.java,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,8/26/2016 17:15,3/25/2017 18:13,
Improvement,,PDFBOX-3476,Updated to BouncyCastle 1.55,Tilman Hausherr,Philip Helger,Minor,Resolved,Fixed,8/29/2016 6:04,3/25/2017 18:12,
Bug,,PDFBOX-3477,CA and ca values should be clipped,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,8/31/2016 18:25,3/25/2017 18:12,
Bug,,PDFBOX-3478,Uploaded PDF Table Formatting Missing Vertical Lines,Unassigned,RuhongCai,Major,Closed,Not A Problem,9/1/2016 0:52,9/1/2016 20:04,
Bug,,PDFBOX-3479,NPE in AppearanceGeneratorHelper.setAppearanceValue() if no rectangle in widget,Maruan Sahyoun,Tilman Hausherr,Major,Closed,Fixed,9/1/2016 17:37,3/25/2017 18:13,
Bug,,PDFBOX-3480,IllegalArgumentException in PDAppearanceString if there are no AcroForm default resources,Unassigned,Maruan Sahyoun,Major,Open,Unresolved,9/2/2016 14:19,3/25/2017 18:12,
Bug,,PDFBOX-3481,Localization in XRef generation results in unusable PDFs,Tilman Hausherr,Edward Kupershlak,Major,Closed,Fixed,9/5/2016 2:38,3/25/2017 18:13,
Bug,,PDFBOX-3482,RasterFormatException: (y + height) is outside raster creating Thumbnail,Unassigned,George Sexton,Minor,Closed,Won't Fix,9/6/2016 16:15,9/20/2016 17:20,
Bug,,PDFBOX-3483,Implement some caching of PDImageXObject,Unassigned,Tilman Hausherr,Major,Closed,Duplicate,9/8/2016 17:08,3/25/2017 18:13,
Improvement,,PDFBOX-3484,Implement some caching of PDImageXObject,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,9/8/2016 17:08,3/25/2017 18:13,
Bug,,PDFBOX-3485,NullPointerException in PageDrawer.drawAnnotationLinkBorder() due to /Rect array containing indirect objects,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,9/9/2016 15:39,3/25/2017 18:12,
Bug,,PDFBOX-3486,IllegalArgumentException for images without dimensions,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,9/9/2016 15:47,3/25/2017 18:12,
Bug,,PDFBOX-3487,ClassCastException in COSWriter.write() when saving PDF,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,9/9/2016 16:00,3/25/2017 18:12,
Bug,,PDFBOX-3488,NullPointerException in PDTrueTypeFont.java if glyf table is missing,John Hewson,Tilman Hausherr,Major,Closed,Fixed,9/9/2016 16:38,9/17/2016 9:45,
Bug,,PDFBOX-3489,COSVisitorException is not there in pdfbox 2.0.2,Unassigned,NAYAB HUSSAIN,Major,Closed,Not A Problem,9/10/2016 9:43,9/10/2016 9:58,
Bug,,PDFBOX-3490,NullPointerException in PDType1Font.generateBoundingBox,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,9/10/2016 12:02,3/25/2017 18:13,
Bug,,PDFBOX-3491,NumberFormatException in CFFParser.readRealNumber,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,9/10/2016 12:57,3/25/2017 18:13,
Sub-task,,PDFBOX-3492,PDFBOX-3017 Remove classic signing and keep external signing only,Unassigned,Tilman Hausherr,Major,Open,Unresolved,9/10/2016 14:08,3/25/2017 18:13,
Bug,,PDFBOX-3493,AcroFormValidationProcess.validateField fails to check multiple widgets,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,9/11/2016 10:59,3/25/2017 18:13,
Bug,,PDFBOX-3494,PDFRenderer - Text shadow has wrong position,Unassigned,Ingmar Marquardt,Major,Closed,Duplicate,9/12/2016 9:49,9/12/2016 15:49,
Bug,,PDFBOX-3495,fontSize calculation wrong,Unassigned,Arthur Freitas e Menezes,Major,Closed,Won't Fix,9/13/2016 16:36,9/13/2016 20:21,
Bug,,PDFBOX-3496,PDFRenderer with scale < 1 does not render properly,Unassigned,dennis lucero,Major,Closed,Duplicate,9/14/2016 7:01,9/14/2016 8:28,
Bug,,PDFBOX-3497,PDFRenderer with scale < 1 does not render properly,Unassigned,dennis lucero,Major,Closed,Duplicate,9/14/2016 7:01,9/14/2016 9:00,
Bug,,PDFBOX-3498,Unexpected spaces in text extraction,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,9/15/2016 16:06,3/25/2017 18:13,
Bug,,PDFBOX-3499,PDFBox 2.0.2 not parsing Japanese and Chinese Characters correctly from PDF,Unassigned,Kaleb Akalework,Critical,Closed,Not A Problem,9/15/2016 19:22,9/16/2016 15:57,
Bug,,PDFBOX-3500,Error expected floating point number actual='0.-262',Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,9/15/2016 19:56,3/25/2017 18:12,
Bug,,PDFBOX-3501,java.lang.ArrayIndexOutOfBoundsException when rendering to bitonal image type,Unassigned,mark,Major,Open,Unresolved,9/16/2016 7:54,3/25/2017 18:12,
Improvement,,PDFBOX-3502,add character spacing to content stream,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,9/17/2016 13:53,3/25/2017 18:13,
Bug,,PDFBOX-3503,2.0 much slower than 1.8 for text extraction with certain PDF files,Unassigned,Andy McMullan,Major,Closed,Duplicate,9/19/2016 10:20,9/19/2016 18:54,
Bug,,PDFBOX-3504,Special characters issue,Tilman Hausherr,KUMARA SWAMY PALLUKURI,Major,Closed,Fixed,9/19/2016 17:36,3/25/2017 18:12,
Bug,,PDFBOX-3505,Bad display of NO-BREAK SPACE U+00A0 (160) character,Andreas Lehmkühler,Petr Michálek,Major,Closed,Duplicate,9/20/2016 17:51,9/24/2016 16:32,
Bug,,PDFBOX-3506,Not able to read the custom metadata in trailer section,Tilman Hausherr,Kent Lee,Major,Closed,Fixed,9/21/2016 4:35,3/25/2017 18:12,
Bug,,PDFBOX-3507,Modern OS X doesn't show JMenuBar in PDFDebugger app,John Hewson,Chris Brown,Minor,Closed,Fixed,9/21/2016 21:14,3/25/2017 18:13,
Wish,,PDFBOX-3508,Add support for visible signature text layer,Unassigned,Rui Baeta,Major,Closed,Duplicate,9/22/2016 19:12,9/22/2016 19:19,
Bug,,PDFBOX-3509,DrawPrintTextLocations example fails with cropBox and rotated pages,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,9/22/2016 19:15,3/25/2017 18:12,
Bug,,PDFBOX-3510,"""java.io.IOException: Stream closed"" while parsing a page without contents",Tilman Hausherr,Esteban Nicolas Ruiz,Minor,Closed,Fixed,9/22/2016 20:07,3/25/2017 18:12,
Bug,,PDFBOX-3511,NullPointerException - missing glyph description,Tilman Hausherr,Daniel Persson,Minor,Closed,Fixed,9/23/2016 5:56,3/25/2017 18:12,
New Feature,,PDFBOX-3512,PDFDebugger Mac App,John Hewson,John Hewson,Minor,Open,Unresolved,9/23/2016 22:08,5/10/2017 9:56,
Bug,,PDFBOX-3513,PDFType3Font can have Encoding which is not a COSDictionary,John Hewson,Emanuel Greisen,Major,Open,Unresolved,9/27/2016 15:39,9/29/2016 22:42,
Bug,,PDFBOX-3514,Stackoverflow exception,Tilman Hausherr,simon steiner,Major,Closed,Fixed,9/27/2016 15:48,3/25/2017 18:12,
Bug,,PDFBOX-3515,Problems with CourierStd font,Tilman Hausherr,Esteban Nicolas Ruiz,Major,Resolved,Fixed,9/27/2016 19:43,6/17/2017 10:23,
Bug,,PDFBOX-3516,Color difference in rendering,Unassigned,Tilman Hausherr,Major,Closed,Duplicate,9/29/2016 4:22,4/20/2017 16:12,
Bug,,PDFBOX-3517,[Patch] CCITTFactory.createFromFile methods do not release lock on source file,Tilman Hausherr,Thierry Guérin,Minor,Closed,Fixed,9/29/2016 14:58,3/25/2017 18:12,
Bug,,PDFBOX-3518,ClassCastException rendering Type3 font,Andreas Lehmkühler,Andrea Vacondio,Minor,Closed,Duplicate,9/29/2016 16:59,9/29/2016 18:09,
Bug,,PDFBOX-3519,COSName is not ascii,Andreas Lehmkühler,simon steiner,Minor,Closed,Fixed,9/30/2016 13:20,5/15/2017 20:28,
Bug,,PDFBOX-3520,Security manager fails,Tilman Hausherr,simon steiner,Major,Closed,Fixed,10/3/2016 10:27,3/25/2017 18:13,
Bug,,PDFBOX-3521,FontProvider not thread safe,Tilman Hausherr,rob hinds,Minor,Closed,Fixed,10/3/2016 13:33,3/25/2017 18:13,
Bug,,PDFBOX-3522,SEVERE: Cannot read JPEG2000 image,Unassigned,Baki,Major,Closed,Not A Problem,10/4/2016 12:16,10/4/2016 16:34,
Improvement,,PDFBOX-3523,PDFBox renders images 5 times slower and bigger,Unassigned,Vasiliy Sadokhin,Major,Closed,Won't Fix,10/5/2016 6:38,6/16/2017 16:08,
Sub-task,,PDFBOX-3524,PDFBOX-3017 signatureField.setValue() not implemented,Maruan Sahyoun,Tilman Hausherr,Major,Closed,Fixed,10/7/2016 15:23,3/25/2017 18:12,
Sub-task,,PDFBOX-3525,PDFBOX-3017 reference existing signature field when signing,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,10/9/2016 18:36,3/25/2017 18:13,
Bug,,PDFBOX-3526,DataFormatException: invalid stored block lengths,Tilman Hausherr,simon steiner,Major,Closed,Fixed,10/10/2016 12:14,3/25/2017 18:12,
Bug,,PDFBOX-3527,Converted PDF/A Online validator error,Andreas Lehmkühler,Francesco,Major,Closed,Duplicate,10/11/2016 10:46,10/12/2016 7:04,
Bug,,PDFBOX-3528,Converted PDF/A Online validator error,Andreas Lehmkühler,Francesco,Major,Closed,Invalid,10/11/2016 10:46,10/12/2016 10:04,
Improvement,,PDFBOX-3529,Read overprint attributes,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,10/11/2016 16:25,3/25/2017 18:12,
Bug,,PDFBOX-3530,WriteDecodedDoc slow due to decoding images,Tilman Hausherr,simon steiner,Major,Closed,Fixed,10/12/2016 10:18,3/25/2017 18:12,
Bug,,PDFBOX-3531,LCMS error 13: Couldn't link the profiles,Tilman Hausherr,Christoph Bimminger,Major,Closed,Fixed,10/13/2016 14:47,3/25/2017 18:12,
Bug,,PDFBOX-3532,Java 6 errors,Unassigned,simon steiner,Major,Closed,Fixed,10/17/2016 12:32,3/25/2017 18:13,
Bug,,PDFBOX-3533,"IOException ""expected number, actual=COSArray{...}"" on a valid PDF",Unassigned,Seva Alekseyev,Major,Open,Unresolved,10/19/2016 18:26,3/25/2017 18:12,
Bug,,PDFBOX-3534,NPE if an AcroForm field's child cosdict is null,Unassigned,Tim Allison,Trivial,Closed,Fixed,10/19/2016 23:53,3/25/2017 18:12,
Bug,,PDFBOX-3535,ClassCastException in PDAnnotationLink.getAction(),Tilman Hausherr,Tim Allison,Trivial,Closed,Fixed,10/20/2016 0:04,3/25/2017 18:12,
Bug,,PDFBOX-3536,"IOException ""Invalid dictionary, found: 'r' but expected: '/' at offset 1148"" on a valid PDF",Andreas Lehmkühler,Seva Alekseyev,Major,Resolved,Fixed,10/20/2016 16:37,6/18/2017 13:11,
Improvement,,PDFBOX-3537,Create example of AcroForm creation with field that has two widgets,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,10/21/2016 17:43,3/25/2017 18:13,
Bug,,PDFBOX-3538,IOException over NumberFormatException on a valid PDF,Andreas Lehmkühler,Seva Alekseyev,Major,Closed,Fixed,10/21/2016 19:59,3/25/2017 18:13,
Test,,PDFBOX-3539,Close Document after printing,Tilman Hausherr,Ivan Ridao Freitas,Minor,Closed,Fixed,10/21/2016 21:34,3/25/2017 18:13,
Bug,,PDFBOX-3540,"Trailer Syntax error, ID is different in the first and the last trailer - for PDF with incremental updates",Tilman Hausherr,Maruan Sahyoun,Major,Closed,Fixed,10/22/2016 7:18,3/25/2017 18:12,
Improvement,,PDFBOX-3541,Use /L entry to determine if a linearized file shall be treated as such for PDF/A validation,Tilman Hausherr,Maruan Sahyoun,Minor,Closed,Fixed,10/23/2016 7:41,3/25/2017 18:12,
Wish,,PDFBOX-3542,Can PDFBOX use Streams to read PDSignatures from document?,Unassigned,Andrea Paternesi,Critical,Open,Unresolved,10/25/2016 7:14,10/26/2016 16:27,
Bug,,PDFBOX-3543,Problem loading PDF files,Unassigned,Michael Ackerl,Major,Closed,Not A Problem,10/25/2016 10:58,10/28/2016 7:24,
Bug,,PDFBOX-3544,Invalid ByteRange for getContents() method,Unassigned,Lonzak,Major,Closed,Won't Fix,10/26/2016 14:20,10/27/2016 7:53,
Bug,,PDFBOX-3545,COSParser.parseXref failing if startXrefOffset over pdf size,Andreas Lehmkühler,Matus Zamborsky,Major,Closed,Fixed,10/27/2016 6:37,5/15/2017 20:28,
Bug,,PDFBOX-3546,"IOException over DataFormatException, ""invalid stored block lengths"" on a valid PDF",Tilman Hausherr,Seva Alekseyev,Major,Closed,Fixed,10/27/2016 20:29,3/25/2017 18:13,
Improvement,,PDFBOX-3547,[Patch] Improved signing of existing signature fields,Tilman Hausherr,Lonzak,Major,Closed,Fixed,10/28/2016 15:42,3/25/2017 18:12,
Bug,,PDFBOX-3548,Adobe Reader fails to detect PDFBox-generated signature of specific PDF,Unassigned,Marco Monacelli,Blocker,Closed,Not A Problem,10/28/2016 15:45,11/10/2016 8:35,
Bug,,PDFBOX-3549,Can't read embedded ICC 4 profile (Invalid profile sequence),Tilman Hausherr,Liu Huasong,Trivial,Closed,Fixed,10/31/2016 13:35,3/25/2017 18:12,
New Feature,,PDFBOX-3550,OpenType Shaping,Unassigned,Omid Pourhadi,Major,Open,Unresolved,11/1/2016 6:35,11/18/2016 19:24,
Bug,,PDFBOX-3551,"CLI Decrypt broken, only allows 1 argument",Maruan Sahyoun,acker apple,Major,Closed,Fixed,11/2/2016 0:16,3/25/2017 18:12,
Improvement,,PDFBOX-3552,Allow external signing in two steps,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,11/2/2016 17:20,3/25/2017 18:12,
Bug,,PDFBOX-3553,"IOException ""Expected root dictionary, but got this: COSInt{971}"" on a valid PDF",Unassigned,Seva Alekseyev,Major,Open,Unresolved,11/3/2016 14:49,11/3/2016 20:30,
Bug,,PDFBOX-3554,Crash in kerning calculations,Andreas Lehmkühler,Lawrence Kesteloot,Major,Closed,Duplicate,11/4/2016 6:01,11/4/2016 7:00,
Bug,,PDFBOX-3555,FlateFilter.decode cause native memory leaks,Andreas Lehmkühler,Yoan Alvarez,Major,Closed,Fixed,11/4/2016 15:35,3/25/2017 18:12,
Bug,,PDFBOX-3556,"Error ""Error getting header version: %PDF--33"" on a valid document",Tilman Hausherr,Seva Alekseyev,Major,Closed,Fixed,11/4/2016 20:04,3/25/2017 18:12,
Task,,PDFBOX-3557,Create new logo for PDFBox,Unassigned,Maruan Sahyoun,Major,Open,Unresolved,11/7/2016 11:36,2/8/2017 17:21,
Bug,,PDFBOX-3558,NPE in JBig2Filter if BitsPerComponent is missing,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,11/7/2016 17:21,3/25/2017 18:13,
Bug,,PDFBOX-3559,ExtractImages does not apply masks in some jpegs,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,11/8/2016 17:02,3/25/2017 18:12,
Bug,,PDFBOX-3560,PDPattern.getCOSObject() always returns null,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,11/8/2016 19:40,3/25/2017 18:12,
Bug,,PDFBOX-3561,PDTilingPattern not initialized correctly,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,11/9/2016 22:15,3/25/2017 18:12,
Bug,,PDFBOX-3562,PDFBox hangs indefinately when rendering certain files,Tilman Hausherr,Zaid Amir,Major,Closed,Fixed,11/10/2016 9:42,3/25/2017 18:12,
New Feature,,PDFBOX-3563,Create sample code for creating a PDF with patterns,Tilman Hausherr,Tilman Hausherr,Minor,Closed,Fixed,11/10/2016 17:13,3/25/2017 18:12,
Improvement,,PDFBOX-3564,SoftMask needs consider colormodel of input Image,Tilman Hausherr,Matthias Bläsing,Major,Closed,Fixed,11/10/2016 21:52,3/25/2017 18:13,
Bug,,PDFBOX-3565,PDF Compress using PDStream is not working.,Unassigned,Shubhangi Gojir Nipane,Minor,Closed,Not A Problem,11/11/2016 8:03,11/15/2016 7:35,
Bug,,PDFBOX-3566,ClassCastException in JPEGFactory.createFromImage(),Tilman Hausherr,ceakki,Major,Closed,Fixed,11/11/2016 9:39,3/25/2017 18:13,
Improvement,,PDFBOX-3567,Process softmasks in ExtractImages,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,11/11/2016 19:29,3/25/2017 18:12,
Bug,,PDFBOX-3568,Characters widths and x-positions incorrect,Unassigned,Roman,Major,Open,Unresolved,11/14/2016 14:15,11/17/2016 6:58,
Bug,,PDFBOX-3569,Performance regression in PDColorSpace#toRGBImageAWT,Andreas Lehmkühler,Andreas Lehmkühler,Major,Closed,Fixed,11/14/2016 18:27,3/25/2017 18:13,
Bug,,PDFBOX-3570,JDK-8054565 Java 8 close contract issue,Tilman Hausherr,Caleb Cushing,Major,Closed,Fixed,11/14/2016 19:27,3/25/2017 18:13,
Bug,,PDFBOX-3571,sRGB Color Space Profile is subject to 3rd party copyright,Andreas Lehmkühler,gil cattaneo,Major,Closed,Fixed,11/15/2016 12:29,3/25/2017 18:12,
Bug,,PDFBOX-3572,AES-Decryption with Bouncycastle throws NullPointerException,Tilman Hausherr,Markus Fensterer,Major,Closed,Fixed,11/15/2016 16:06,3/25/2017 18:12,
Bug,,PDFBOX-3573,"Exception in thread ""main"" java.lang.OutOfMemoryError: Java heap space",Unassigned,Dmitri Russu,Major,Closed,Duplicate,11/16/2016 9:02,12/1/2016 17:18,
Bug,,PDFBOX-3574,"Exception in thread ""main"" java.lang.OutOfMemoryError: Java heap space",Unassigned,Dmitri Russu,Major,Closed,Duplicate,11/16/2016 9:04,11/16/2016 17:13,
Bug,,PDFBOX-3575,Missing (auto)close on RandomFileAccess in CCITTFactory,Unassigned,Maurice Betzel,Major,Closed,Duplicate,11/16/2016 9:04,11/16/2016 17:17,
Improvement,,PDFBOX-3576,Add getter methods to TextPosition,Tilman Hausherr,Kurt Devlin,Major,Closed,Fixed,11/16/2016 18:00,5/18/2017 19:14,
Task,,PDFBOX-3577,remove mygrid repository in 1.8,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,11/17/2016 18:01,12/9/2016 10:56,
Bug,,PDFBOX-3578,java.lang.IllegalArgumentException: dash lengths all zero,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,11/17/2016 18:52,12/9/2016 10:56,
Bug,,PDFBOX-3579,Giant glyphs when rendering embedded fonts,Andreas Lehmkühler,Holger Floerke,Minor,Closed,Fixed,11/18/2016 10:05,3/25/2017 18:12,
Bug,,PDFBOX-3580,Not able to write content using PDPageContentStream while drawing BaseTable,Unassigned,Varshal,Major,Closed,Not A Problem,11/18/2016 10:13,11/21/2016 7:47,
Bug,,PDFBOX-3581,PDFTextStripper not working with multiple threads,Unassigned,Dmitri Russu,Major,Closed,Not A Problem,11/18/2016 10:50,11/22/2016 17:59,
Test,,PDFBOX-3582,Arabic Annotation issue,Unassigned,javad,Major,Open,Unresolved,11/18/2016 18:29,11/18/2016 18:46,
New Feature,,PDFBOX-3583,Seperate arabic character issue,Unassigned,javad,Major,Closed,Duplicate,11/18/2016 18:40,11/18/2016 19:30,
Task,,PDFBOX-3584,Build and test PDFBox with JDK9,Unassigned,Tilman Hausherr,Major,Open,Unresolved,11/19/2016 19:30,6/6/2017 15:34,
Bug,,PDFBOX-3585,National characters not correctly displayed in text form field,Unassigned,rumburak,Major,Open,Unresolved,11/21/2016 14:15,11/23/2016 18:35,
Bug,,PDFBOX-3586,Unable to detect form - pdCatalog.getAcroForm() return null,Unassigned,steve neo,Major,Open,Unresolved,11/22/2016 8:12,2/9/2017 17:31,
Bug,,PDFBOX-3587,Flatten not working on attached pdf form,Maruan Sahyoun,rumburak,Major,Closed,Fixed,11/22/2016 9:32,3/25/2017 18:12,
Bug,,PDFBOX-3588,Euro char zero width horizontal space on flatten,Unassigned,Ville Skyttä,Major,Open,Unresolved,11/22/2016 10:42,11/23/2016 8:47,
Improvement,,PDFBOX-3589,Double negative float,Tilman Hausherr,Andrea Vacondio,Minor,Closed,Fixed,11/22/2016 17:47,3/25/2017 18:13,
Bug,,PDFBOX-3590,AccessPermission not applied,Tilman Hausherr,Maelig Gohin,Major,Closed,Fixed,11/23/2016 12:35,3/25/2017 18:12,
Bug,,PDFBOX-3591,"IOException ""expected number, actual=COSFloat{1.0}"" on a valid PDF",Unassigned,Seva Alekseyev,Major,Open,Unresolved,11/23/2016 15:40,11/28/2016 20:34,
Bug,,PDFBOX-3592,Missing stream in /XrefStm causes parse to break,Andreas Lehmkühler,Pat Hickey,Trivial,Closed,Not A Problem,11/23/2016 19:36,11/27/2016 20:12,
Bug,,PDFBOX-3593,dead link to examples,Unassigned,Ralf Hauser,Major,Closed,Not A Problem,11/24/2016 12:58,11/24/2016 17:14,
Bug,,PDFBOX-3594,"Use PDOutlineItem#findDestinationPage() cannot get PDPage, return was null",Tilman Hausherr,kohdai,Major,Closed,Fixed,11/25/2016 0:40,3/25/2017 18:12,
Bug,,PDFBOX-3595,For a PDF - Loading from URL works. Loading from BAIS does not.,Unassigned,David Medinets,Minor,Closed,Not A Problem,11/26/2016 15:35,11/26/2016 17:12,
Bug,,PDFBOX-3596,FDFDocument.loadXFDF not working,Maruan Sahyoun,Matt Wise,Major,Closed,Fixed,11/27/2016 4:34,3/25/2017 18:13,
Bug,,PDFBOX-3597,PDAcroForm.refreshAppearances() does not respect updated fonts,Unassigned,Matt Wise,Major,Open,Unresolved,11/27/2016 4:54,1/29/2017 9:22,
Bug,,PDFBOX-3598,EmptyStackException in PDFStreamEngine.getGraphicsState,Unassigned,Yan Bing,Critical,Closed,Not A Problem,11/28/2016 6:54,11/29/2016 7:54,
Improvement,,PDFBOX-3599,Support 16 bit JPG2000 images,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,11/28/2016 17:09,3/25/2017 18:12,
Wish,,PDFBOX-3600,How to use Preflight component to get PDF's colorspace,Andreas Lehmkühler,Yan Bing,Critical,Closed,Invalid,11/29/2016 4:22,11/29/2016 7:41,
Bug,,PDFBOX-3601,newline doesn't move the line,Unassigned,Ralf Hauser,Trivial,Closed,Won't Fix,11/29/2016 10:03,12/4/2016 21:58,
Improvement,,PDFBOX-3602,No glyph for U+000A in font Helvetica,Unassigned,Ralf Hauser,Minor,Closed,Fixed,11/29/2016 13:48,11/29/2016 16:57,
Improvement,,PDFBOX-3603,No glyph for U+000A in font Helvetica,Unassigned,Ralf Hauser,Minor,Reopened,Unresolved,11/29/2016 13:48,11/29/2016 16:57,
Bug,,PDFBOX-3604,The TrueType font does not contain a 'cmap' table,Unassigned,Ralf Hauser,Major,Closed,Not A Problem,11/29/2016 14:00,12/2/2016 8:33,
Bug,,PDFBOX-3605,Infinite Read Loop in BufferedRandomAccesssFile,Tilman Hausherr,Cameron Rollheiser,Major,Closed,Fixed,11/29/2016 16:49,3/25/2017 18:13,
Bug,,PDFBOX-3606,FontBox Incrise memory usage on multythread,Unassigned,Dmitri Russu,Major,Closed,Not A Problem,11/30/2016 10:29,12/1/2016 20:28,
Bug,,PDFBOX-3607,Font with name containing cache separator,Tilman Hausherr,Andrea Vacondio,Minor,Closed,Fixed,11/30/2016 11:05,3/25/2017 18:12,
Bug,,PDFBOX-3608,byte/short tiff tags not read correctly,Tilman Hausherr,Št?pán Schejbal,Minor,Closed,Fixed,11/30/2016 13:08,3/25/2017 18:12,
Bug,,PDFBOX-3609,ClassCastException in PDCIDFont.readWidths(),Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,11/30/2016 17:07,3/25/2017 18:12,
Bug,,PDFBOX-3610,ArrayIndexOutOfBoundsException in PDICCBased.loadICCProfile(),Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,11/30/2016 19:55,3/25/2017 18:13,
Bug,,PDFBOX-3611,Processing file over 2GB failure,Unassigned,Yan Bing,Major,Closed,Later,12/1/2016 1:21,12/2/2016 17:05,
Bug,,PDFBOX-3612,ScratchFileBuffer not closed message related to overlay.overlay(overlayGuide);,Unassigned,André Heuner,Minor,Closed,Not A Bug,12/1/2016 9:04,3/25/2017 18:12,
Bug,,PDFBOX-3613,"FDFField creates wrong object type, when loaded from XML",Unassigned,Bernd Engelhardt,Major,Closed,Duplicate,12/1/2016 9:55,12/1/2016 17:35,
Improvement,,PDFBOX-3614,Directly use the BouncyCastleProvider rather than installing it,Andreas Lehmkühler,Jay Modi,Major,Closed,Fixed,12/1/2016 14:07,5/15/2017 20:28,
Bug,,PDFBOX-3615,Multiply transparency not anti-aliased,Tilman Hausherr,Jon Wu,Major,Closed,Fixed,12/2/2016 22:57,3/25/2017 18:12,
Bug,,PDFBOX-3616,Characters shifted up,Unassigned,Roman,Major,Closed,Invalid,12/5/2016 4:48,12/6/2016 11:54,
Bug,,PDFBOX-3617,Incorrect font width on verical text,Unassigned,Roman,Major,Closed,Not A Problem,12/5/2016 8:32,12/6/2016 13:31,
Improvement,,PDFBOX-3618,Helvetica in PDF/A - warn in PDType1Font.java about licensing issues,Maruan Sahyoun,Ralf Hauser,Minor,Closed,Fixed,12/6/2016 10:59,3/25/2017 18:12,
Bug,,PDFBOX-3619,TextStripper red bounds not shown correctly in rotated text,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,12/6/2016 17:47,3/25/2017 18:13,
Bug,,PDFBOX-3620,Acroform fields bad encoding,Unassigned,Neus,Major,Open,Unresolved,12/7/2016 16:41,3/6/2017 17:58,
Improvement,,PDFBOX-3621,"About fixing to set ""?"" Instead of null in PDF BOX-373",Unassigned,ogawa shogo,Trivial,Closed,Incomplete,12/8/2016 1:07,1/22/2017 11:12,
